hip	spect	ext	sigma_ext
40772	G8III	-0.04	0.00
40782	F5V:	-0.10	0.02
40787	B8Ib/II	-0.05	0.00
40793	G8III	-0.03	0.00
40794	G2V	-0.02	0.00
40814	K0III:	-0.05	0.02
40823	K0III:	-0.04	0.01
40834	A0V:	-0.08	0.00
40847	G0V:	-0.05	0.02
40851	B9III	-0.06	0.01
40856	K0III	-0.05	0.01
40860	F5V:	-0.08	0.02
40874	F5V:	-0.10	0.03
40883	K2III:	-0.12	0.02
40889	M0III	-0.03	0.01
40897	G8/K0V	-0.12	0.04
40902	M3III	-0.05	0.01
40910	M0V:	-0.12	0.00
40952	G8:III	-0.24	0.02
40970	K1III	-0.05	0.02
41004	K1III	-0.09	0.01
41020	K2III:	-0.20	0.05
41021	A0V:	-0.03	0.01
41027	K0III:	-0.08	0.02
41028	M6III	-0.63	0.04
41060	K0III	-0.06	0.01
41062	K0III:	-0.16	0.02
41067	K0III	-0.03	0.00
41083	K0III:	-0.19	0.04
41087	G5V:	-0.12	0.02
41113	A5III:	-0.17	0.01
41117	A9V	-0.10	0.00
41130	M0V:	-0.22	0.00
41136	K5V:	-0.19	0.02
41166	G5III:	-0.11	0.01
41183	A2III:	-0.17	0.00
41195	F8V:	-0.05	0.01
41208	A2V	-0.02	0.00
41220	F5V:	-0.13	0.02
41237	K0III:	-0.08	0.00
41247	K0III:	-0.08	0.02
41269	K5V:	-0.13	0.02
41277	K8V:	-0.29	0.02
41302	M8III:	-1.13	0.04
41303	K0III:	-0.07	0.01
41312	K2III	-0.07	0.00
41319	F6V	-0.02	0.01
41333	F0V:	-0.09	0.01
41359	F5V:	-0.08	0.02
41376	G0V:	-0.14	0.03
41382	G5V:	-0.11	0.03
41400	M3III	-0.04	0.00
41403	K0III	-0.12	0.03
41412	K5/M0III	-0.49	0.06
41418	K5V:	-0.32	0.02
41429	F0V:	-0.05	0.01
41443	K8V:	-0.21	0.01
41449	G8III	-0.03	0.00
41454	G5V:	-0.09	0.01
41465	K0III	-0.04	0.01
41468	K0III	-0.10	0.01
41477	G1/G2V	-0.06	0.02
41484	G5V	-0.06	0.00
41491	K0III	-0.08	0.01
41492	K0III:	-0.12	0.02
41510	K2III:	-0.25	0.03
41532	K0III:	-0.10	0.02
41548	K2III:	-0.07	0.01
41550	A0V:	-0.08	0.00
41574	F0V	-0.05	0.01
41589	F5V:	-0.10	0.02
41615	K0III:	-0.09	0.02
41619	K0III:	-0.09	0.01
41629	A0V:	-0.06	0.01
41642	F8V:	-0.09	0.02
41660	K0III	-0.04	0.01
41661	K3V:	-0.06	0.01
41663	M0III:	-0.39	0.02
41664	M6-M8III:	-0.99	0.19
41677	K0III:	-0.09	0.01
41707	B9V:	-0.02	0.01
41724	K0III	-0.08	0.02
41732	B8V:	-0.03	0.01
41738	G2V:	-0.06	0.02
41742	A6/A7V:	-0.14	0.02
41743	G5III:	-0.39	0.03
41766	F0V:	-0.05	0.02
41770	K0III:	-0.14	0.02
41798	A0V	-0.02	0.00
41856	K1III/IV	-0.06	0.01
41890	G3V	-0.02	0.00
41892	G5V:	-0.07	0.02
41904	A1V	-0.02	0.01
41909	K3III	-0.04	0.00
41912	G0V:	-0.19	0.03
41920	G5III:	-0.14	0.02
41926	K0V	-0.03	0.01
41935	K2III	-0.09	0.00
41945	K0III:	-0.15	0.02
41953	K1III-IV	-0.12	0.01
41984	K0/K1III	-0.33	0.04
42009	A2IV/V	-0.05	0.00
42045	K0III:	-0.09	0.01
42050	G8III/IV	-0.06	0.01
42057	G5V:	-0.05	0.02
42078	K1III	-0.11	0.01
42084	K0V:	-0.01	0.00
42104	G0V:	-0.16	0.02
42123	G1V	-0.03	0.01
42146	A1V:	-0.02	0.01
42153	F0V:	-0.06	0.02
42162	M3III	-0.08	0.02
42165	G5V:	-0.24	0.02
42177	B8V:	-0.02	0.01
42207	K1III	-0.02	0.01
42208	F8III:	-0.13	0.02
42219	G5V:	-0.02	0.00
42220	M2V:	-0.07	0.01
42238	K0III:	-0.05	0.01
42241	K0III:	-0.09	0.03
42252	K2III:	-0.16	0.03
42273	K0III:	-0.10	0.01
42276	F0V:	-0.07	0.02
42286	K0III	-0.02	0.00
42287	K1/K2III:	-0.64	0.05
42301	K0III	-0.60	0.01
42305	K0III	-0.08	0.01
42309	F2III	-0.05	0.02
42313	A1V	-0.02	0.00
42319	F0V	-0.06	0.00
42334	A0V	-0.01	0.00
42336	K0II/III	-0.08	0.01
42340	K2III	-0.07	0.02
42344	K0V:	-0.81	0.02
42348	A0V:	-0.02	0.00
42353	A1V	-0.03	0.01
42356	G5V:	-0.05	0.01
42359	F8V:	-0.13	0.02
42364	F0V:	-0.08	0.02
42365	K2III:	-0.09	0.01
42377	K1III	-0.22	0.02
42386	G0V:	-0.12	0.02
42462	K1III	-0.03	0.00
42500	K0III	-0.05	0.02
42502	M6III	-0.59	0.04
42507	M0V:	-0.04	0.00
42516	K0III	-0.05	0.01
42519	B9V:	-0.05	0.01
42527	K2III	-0.02	0.00
42528	K0III:	-0.13	0.01
42538	F5III	-0.05	0.00
42549	K0III	-0.01	0.00
42565	K2III:	-0.21	0.03
42578	A9III	-0.04	0.00
42599	G5V:	-0.35	0.03
42601	M1V:	-0.08	0.01
42612	G5V:	-0.05	0.02
42617	M5III	-0.25	0.03
42634	K0V:	-0.05	0.01
42673	K0III	-0.07	0.01
42676	K5III:	-0.15	0.02
42689	K2III:	-0.09	0.03
42697	K2V	-0.01	0.00
42713	K2III:	-0.27	0.03
42717	K2III	-0.02	0.00
42768	G0V:	-0.14	0.04
42781	K0III:	-0.05	0.01
42801	K0III:	-0.19	0.02
42802	M5III	-0.35	0.02
42807	F5V:	-0.07	0.02
42835	G2Ib	-0.03	0.00
42845	F8V:	-0.13	0.03
42851	F5V:	-0.08	0.02
42856	G5V:	-0.18	0.02
42870	K0III:	-0.15	0.02
42871	F7V	-0.02	0.01
42885	G2V	-0.04	0.01
42895	A9V	-0.06	0.00
42898	F8V:	-0.19	0.02
42902	K2III:	-0.16	0.02
42912	K3III	-0.03	0.01
42917	A1V:	-0.09	0.00
42919	K0III-IV	-0.23	0.02
42920	K0III:	-0.07	0.02
42934	F8V:	-0.16	0.02
42940	K3V	-0.05	0.01
42974	F8V:	-0.17	0.05
43014	A2V:	-0.02	0.00
43027	K5III:	-0.10	0.02
43039	M3III:	-0.07	0.01
43063	M7III:	-0.67	0.06
43064	K1III	-0.06	0.01
43079	F5V:	-0.06	0.01
43103	G8Iab:	-0.13	0.02
43106	K0III	-0.04	0.01
43113	K5III:	-0.04	0.01
43137	G5V:	-0.53	0.02
43142	A3V	-0.03	0.00
43145	F8V:	-0.14	0.04
43165	K2III:	-0.11	0.02
43176	B9.5V	-0.12	0.01
43177	G0/G0:Ia	-0.18	0.00
43181	A0V:	-0.05	0.00
43185	F8V:	-0.05	0.01
43196	K5III:	-0.23	0.05
43213	G5V:	-0.42	0.03
43215	M5III	-0.44	0.02
43226	K0III	-0.06	0.02
43230	G0V:	-0.12	0.02
43233	M0V:	-0.10	0.01
43234	A0V	-0.02	0.01
43245	M4III:	-0.16	0.01
43305	B9/MV:	-0.01	0.00
43310	K7V	-0.18	0.00
43313	M0V:	-0.10	0.01
43337	G0V:	-0.05	0.02
43347	A2III	-0.05	0.00
43352	G8III	-0.05	0.00
43353	K0III:	-0.13	0.01
43363	K8V:	-0.25	0.02
43372	F5V:	-0.10	0.02
43379	K1III	-0.55	0.01
43397	K0III:	-0.11	0.01
43427	A2V	-0.04	0.01
43431	M5III	-0.29	0.01
43438	M4III	-0.35	0.03
43445	F8V:	-0.04	0.01
43490	G0V:	-0.04	0.00
43494	B9III/IV	-0.04	0.01
43505	G0V:	-0.10	0.03
43516	K8V:	-0.21	0.02
43531	K0III	-0.06	0.00
43542	G5V:	-0.22	0.02
43543	G2V	-0.07	0.01
43552	K3V:	-0.05	0.02
43554	F5V:	-0.08	0.02
43561	F5V:	-0.10	0.03
43575	M3III	-0.10	0.01
43584	A8V	-0.02	0.01
43588	G5III:	-0.11	0.03
43590	G8III	-0.38	0.01
43592	F8V:	-0.08	0.02
43594	K0III	-0.04	0.01
43596	G5V:	-0.19	0.03
43616	K2III:	-0.11	0.01
43623	K1III	-0.03	0.01
43624	F5IV-V	-0.03	0.01
43644	F2III	-0.03	0.00
43652	G0V:	-0.08	0.02
43667	M0V:	-0.26	0.01
43673	K0II/III	-0.07	0.01
43685	A4III	-0.07	0.01
43693	K2III:	-0.08	0.02
43706	G5V	-0.02	0.00
43713	F8V:	-0.06	0.02
43724	K0V:	-0.11	0.03
43727	G5V:	-0.07	0.02
43730	K0III:	-0.11	0.02
43732	G5V:	-0.08	0.02
43737	G5V:	-0.05	0.01
43767	K0III:	-0.05	0.02
43771	K2/K3III	-0.22	0.05
43772	K1III	-0.06	0.01
43779	K5III:	-0.20	0.02
43787	G5V:	-0.22	0.03
43790	M1V:	-0.07	0.01
43795	K0III:	-0.10	0.02
43810	K2III:	-0.07	0.01
43824	F8V:	-0.10	0.02
43829	F8V:	-0.07	0.02
43835	M3-M9:III:	-0.40	0.04
43838	K0III	-0.06	0.01
43846	K5III:	-0.15	0.04
43874	G5V	-0.05	0.02
43884	G0V:	-0.08	0.03
43895	F8V:	-0.10	0.03
43904	G0V:	-0.07	0.01
43912	K1III	-0.08	0.02
43957	K1III	-0.11	0.00
43961	G5V:	-0.12	0.01
43963	M5III	-0.20	0.02
43975	G0III:	-0.07	0.02
44044	K0III:	-0.14	0.02
44047	K5III:	-0.30	0.03
44050	M4III	-0.47	0.02
44057	K0III:	-0.08	0.02
44061	K0III	-0.11	0.02
44072	M0V:	-0.28	0.00
44084	F0V:	-0.06	0.01
44087	K0III:	-0.15	0.03
44111	F7V:	-0.05	0.01
44114	F0V:	-0.16	0.01
44117	K2III:	-0.12	0.02
44121	G0V:	-0.06	0.02
44126	M4III	-0.20	0.02
44154	G9III	-0.06	0.00
44173	K0III:	-0.10	0.02
44184	G0V	-0.08	0.02
44223	K5III:	-0.14	0.04
44234	K1III	-0.13	0.04
44263	M4V:	-0.13	0.01
44266	M5III	-0.33	0.02
44316	K5III:	-0.04	0.01
44319	G2/G3V	-0.03	0.01
44347	F8V:	-0.01	0.00
44367	K1III	-0.11	0.00
44390	M3III	-0.11	0.01
44404	G8III/IV	-0.08	0.02
44405	A0III	-0.04	0.00
44406	K3III:	-0.19	0.00
44434	F8V:	-0.08	0.02
44435	G0V:	-0.19	0.00
44444	G0V:	-0.31	0.07
44445	F2IV/V	-0.04	0.01
44446	K3III	-0.07	0.02
44457	M2III:	-0.17	0.05
44464	K0III:	-0.03	0.01
44476	A0V:	-0.04	0.00
44481	M6III	-0.57	0.01
44490	G0V:	-0.11	0.02
44504	A2V	-0.02	0.00
44538	M4/M5III	-0.23	0.05
44559	G5V:	-0.14	0.03
44564	K5III:	-0.12	0.03
44569	K5V:	-0.09	0.02
44572	K0III	-0.07	0.01
44588	K0III:	-0.07	0.02
44601	M6III	-0.73	0.04
44651	G5V:	-0.31	0.04
44663	K2III	-0.12	0.03
44673	K0III:	-0.08	0.02
44676	G5II/III	-0.15	0.00
44700	G8Ib-II	-0.10	0.00
44706	K0III:	-0.08	0.02
44713	G5V	-0.02	0.00
44720	F8V:	-0.14	0.03
44733	K1III	-0.07	0.01
44752	K0III:	-0.07	0.01
44775	K2III:	-0.16	0.03
44799	G3V	-0.07	0.02
44818	G8III	-0.04	0.00
44840	K0V:	-0.21	0.02
44843	K0III:	-0.05	0.01
44854	K5III:	-0.12	0.03
44856	K0V:	-0.32	0.03
44860	G3V	-0.03	0.01
44862	M6III:	-0.81	0.03
44873	K0V	-0.04	0.00
44891	K0V:	-0.17	0.05
44913	G5V:	-0.21	0.03
44914	K5V	-0.05	0.01
44916	K0III:	-0.08	0.01
44918	K3III	-0.08	0.01
44922	A3V:	-0.05	0.00
44943	M4III:	-0.32	0.04
44946	K0III	-0.06	0.01
44979	A9V	-0.10	0.00
44986	K0III:	-0.08	0.02
45002	K1III	-0.09	0.01
45032	K2III:	-0.07	0.02
45033	G8III	-0.04	0.01
45034	K0III:	-0.15	0.01
45046	F0V:	-0.02	0.00
45057	K0III	-0.07	0.02
45058	M6III:	-0.55	0.04
45082	K0V:	-0.43	0.05
45106	K0V:	-0.05	0.00
45137	G0V:	-0.40	0.11
45166	K1III	-0.02	0.00
45170	G9V	-0.04	0.00
45175	F5V:	-0.13	0.02
45209	K0III:	-0.11	0.02
45232	M0V:	-0.38	0.00
45287	K0III	-0.06	0.01
45290	B8/MIII	-0.04	0.00
45301	K5V	-0.10	0.02
45317	K3V:	-0.10	0.00
45336	B9.5V	-0.02	0.00
45342	K0III:	-0.08	0.03
45349	K3III	-0.03	0.00
45357	K1III	-0.09	0.01
45373	M5/M6III	-0.41	0.06
45374	G0V:	-0.20	0.07
45402	G0V:	-0.05	0.02
45412	G6III	-0.03	0.01
45423	G5V:	-0.25	0.04
45461	F0III	-0.09	0.01
45480	F8V:	-0.07	0.02
45509	M3III	-0.26	0.03
45522	K0/K1III	-0.35	0.04
45526	B9III	-0.02	0.01
45527	K2III	-0.03	0.00
45542	K0III	-0.05	0.01
45544	K2III	-0.03	0.00
45547	K0III:	-0.06	0.01
45569	K0III:	-0.11	0.04
45577	F5V:	-0.03	0.00
45595	F6V	-0.06	0.01
45609	F8V:	-0.10	0.03
45623	G3III/IV	-0.11	0.01
45637	K7V	-0.09	0.00
45664	K1III	-0.09	0.02
45678	F8V:	-0.10	0.03
45679	M4III	-0.17	0.01
45719	F0V:	-0.05	0.02
45735	K7III:	-0.26	0.07
45740	K0III:	-0.04	0.01
45756	G0V:	-0.06	0.01
45782	K0III:	-0.09	0.02
45818	K0III:	-0.11	0.02
45824	M4III	-0.14	0.01
45835	G5V:	-0.19	0.03
45838	F8V:	-0.04	0.01
45843	K0III	-0.07	0.02
45845	K0III:	-0.06	0.01
45874	A1V	-0.02	0.00
45875	K0III:	-0.10	0.02
45876	K3V	-0.03	0.00
45878	K0III	-0.04	0.01
45889	G0V:	-0.12	0.04
45890	F2IV/V	-0.05	0.02
45896	K3III	-0.19	0.01
45911	K0III	-0.04	0.01
45924	M3Ib	-0.10	0.01
45931	K2III:	-0.13	0.02
45932	K7III:	-0.23	0.04
45933	G0V:	-0.10	0.02
45935	M2III:	-0.15	0.03
45957	K1V	-0.05	0.01
45978	K2III:	-0.26	0.02
45980	K2III	-0.07	0.00
45995	G0V	-0.02	0.01
45996	G8V	-0.06	0.02
45998	K0III:	-0.09	0.01
46023	G5V:	-0.09	0.02
46030	K5III:	-0.03	0.01
46042	B9V:	-0.04	0.01
46053	M4III	-0.12	0.02
46062	K0III:	-0.13	0.02
46069	K0III:	-0.14	0.05
46073	G0V:	-0.17	0.04
46094	G5III:	-0.10	0.02
46098	G5V:	-0.08	0.02
46100	G0V:	-0.08	0.02
46110	K8V:	-0.20	0.02
46120	G0V:	-0.02	0.01
46121	K0III:	-0.12	0.03
46125	F0V	-0.08	0.01
46165	F5V:	-0.00	0.00
46176	K0III:	-0.09	0.03
46194	M5III	-0.27	0.01
46197	K0III:	-0.08	0.03
46203	K0V:	-0.09	0.00
46252	K0III:	-0.08	0.03
46277	K3III	-0.02	0.01
46284	K1II/III	-0.18	0.03
46298	G1V	-0.01	0.00
46306	F5V:	-0.06	0.02
46315	K0III:	-0.14	0.02
46325	G8III	-0.16	0.02
46334	K2III:	-0.16	0.03
46336	A7V	-0.05	0.01
46339	G0V:	-0.10	0.01
46358	K2III	-0.12	0.00
46360	K2III:	-0.22	0.01
46363	K2III	-0.04	0.01
46368	F8III:	-0.25	0.04
46375	F8V:	-0.09	0.03
46388	G2V	-0.03	0.00
46389	G0V:	-0.06	0.02
46398	F8V:	-0.09	0.03
46410	A5V	-0.03	0.00
46417	K8V:	-0.11	0.02
46437	K0III:	-0.08	0.01
46446	G0V:	-0.19	0.03
46463	K2III:	-0.12	0.03
46468	F8V:	-0.05	0.02
46471	K0III-IV	-0.04	0.00
46478	K5V:	-0.08	0.00
46482	K1III	-0.01	0.00
46488	M5V:	-0.13	0.00
46509	F6V	-0.06	0.02
46529	F0III	-0.05	0.00
46535	F8V	-0.02	0.01
46549	M0:V:	-0.09	0.01
46599	G5V:	-0.06	0.02
46603	G3V	-0.12	0.02
46618	K2III	-0.00	0.00
46624	M0V:	-0.30	0.02
46625	F8V	-0.11	0.02
46629	F8V:	-0.14	0.03
46632	F8V:	-0.10	0.02
46662	K8V:	-0.24	0.04
46671	M0V:	-0.11	0.01
46680	F8V:	-0.13	0.02
46684	K2III:	-0.23	0.06
46703	K0V	-0.07	0.00
46707	G0V:	-0.19	0.03
46735	M1III	-0.04	0.01
46744	F0V	-0.04	0.01
46751	K3III	-0.01	0.00
46804	K0III	-0.04	0.01
46806	M6/M7III:	-1.10	0.08
46821	K1III	-0.11	0.01
46828	K0III:	-0.08	0.03
46835	F0V:	-0.08	0.00
46843	K0V:	-0.03	0.01
46865	K2III:	-0.08	0.02
46869	K0III:	-0.06	0.00
46895	G0V:	-0.13	0.03
46904	K4III:	-0.11	0.00
46935	G5V:	-0.26	0.03
46938	K7III	-0.08	0.00
46952	G8III	-0.01	0.00
46962	K0III:	-0.09	0.01
46963	F0V	-0.07	0.01
46966	G2V:	-0.06	0.01
46981	K0III:	-0.05	0.01
46983	G5III:	-0.04	0.01
46987	K2III:	-0.11	0.02
46997	F8V:	-0.19	0.02
47014	K0III:	-0.09	0.03
47029	K0III	-0.04	0.00
47032	G5V:	-0.10	0.02
47035	B9V:	-0.03	0.00
47039	F5V	-0.02	0.00
47046	G0V:	-0.14	0.02
47052	K2III:	-0.33	0.03
47071	G3V	-0.04	0.00
47092	K0III:	-0.09	0.01
47098	M0V:	-0.23	0.00
47099	K0III:	-0.10	0.03
47102	M3/M4III	-0.24	0.04
47119	B9V	-0.02	0.00
47135	G2V	-0.04	0.01
47150	K0III:	-0.01	0.00
47154	G6:III	-0.24	0.00
47172	K1III	-0.06	0.00
47173	K2III	-0.03	0.01
47199	K1III	-0.09	0.01
47201	M0V:	-0.13	0.01
47205	K1III	-0.06	0.00
47210	K0III	-0.02	0.01
47221	F5V:	-0.12	0.00
47224	K2III	-0.08	0.00
47225	G3V	-0.07	0.01
47226	K1III	-0.12	0.01
47232	K0III:	-0.18	0.03
47240	K0III	-0.05	0.01
47242	K0III:	-0.04	0.01
47247	G0III	-0.08	0.01
47249	A1V	-0.06	0.01
47251	K0V	-0.06	0.02
47261	K8V:	-0.11	0.02
47263	G5III	-0.12	0.00
47269	K0III	-0.06	0.02
47272	A0V:	-0.08	0.01
47273	G0V:	-0.08	0.02
47295	K2III:	-0.10	0.03
47300	F0V	-0.08	0.00
47305	B9V:	-0.13	0.02
47312	G5V:	-0.06	0.01
47331	G5V:	-0.25	0.02
47354	K2III:	-0.27	0.03
47358	K2III:	-0.10	0.01
47374	K2III:	-0.11	0.00
47376	G0V:	-0.08	0.02
47377	K7III:	-0.54	0.03
47380	K0III:	-0.08	0.01
47389	G5V:	-0.14	0.04
47409	A0V:	-0.03	0.00
47410	F8V:	-0.09	0.01
47437	K0III:	-0.12	0.01
47443	G5III:	-0.20	0.02
47463	G5V:	-0.07	0.01
47468	F8V:	-0.04	0.01
47472	K0III	-0.06	0.01
47475	K5III:	-0.07	0.01
47486	K1V	-0.07	0.00
47505	G7III-IV	-0.03	0.00
47524	F5V:	-0.10	0.02
47528	K2III	-0.09	0.01
47543	G2V	-0.04	0.00
47547	K2V	-0.06	0.02
47584	G6/G8III	-0.19	0.03
47590	G5V:	-0.21	0.03
47592	G0V	-0.05	0.00
47599	G2III:	-0.09	0.03
47609	K2III:	-0.12	0.03
47620	M3V:	-0.08	0.01
47630	M5III	-0.45	0.07
47640	F8V:	-0.10	0.01
47643	G3:III:	-0.22	0.00
47650	M4V:	-0.10	0.01
47655	F8V:	-0.06	0.01
47658	K2III	-0.06	0.01
47664	A5V:	-0.03	0.01
47671	K1III	-0.13	0.01
47681	G5V	-0.04	0.01
47717	A0V	-0.02	0.01
47732	G5V	-0.01	0.00
47734	G5V:	-0.10	0.02
47784	G5V:	-0.25	0.03
47818	K0III:	-0.11	0.02
47836	G0/G1IV/V	-0.08	0.01
47847	F0V:	-0.11	0.01
47858	K0III	-0.05	0.02
47885	K2V:	-0.15	0.02
47886	M6.5-M9.0III:	-0.86	0.06
47894	F5V:	-0.06	0.02
47926	K3III:	-0.20	0.01
47949	K4III	-0.05	0.02
47950	A0III	-0.01	0.00
47956	G8III	-0.03	0.00
47961	K0V:	-0.10	0.01
47965	M3III	-0.05	0.01
47981	M2V:	-0.11	0.03
47982	G0V:	-0.12	0.04
47986	G0V:	-0.38	0.04
47990	K0V:	-0.15	0.02
47991	K0III	-0.11	0.02
47992	M7III	-0.88	0.03
48016	M1V:	-0.10	0.02
48042	K0III	-0.03	0.01
48046	G5V:	-0.07	0.02
48056	K0III:	-0.05	0.02
48061	F5V:	-0.12	0.04
48070	G0V:	-0.17	0.02
48072	G2V	-0.04	0.01
48077	M0III:	-0.44	0.04
48088	K0III	-0.05	0.01
48104	M4III	-0.10	0.03
48119	K0III	-0.09	0.00
48134	G0V	-0.03	0.01
48135	K1III	-0.04	0.01
48136	F8V:	-0.10	0.02
48163	F5V:	-0.10	0.02
48171	K0III:	-0.17	0.02
48199	B9II/III	-0.05	0.00
48209	G5V:	-0.01	0.00
48219	K0III	-0.02	0.00
48223	G8III/IV	-0.02	0.01
48250	K5III:	-0.14	0.03
48258	K2III:	-0.14	0.02
48267	K0III:	-0.05	0.02
48298	A0V:	-0.02	0.00
48304	K0III:	-0.09	0.02
48311	F8V:	-0.08	0.02
48315	G5V:	-0.08	0.02
48341	A8III	-0.04	0.01
48342	F8V:	-0.20	0.03
48345	F5V:	-0.12	0.03
48346	K8V:	-0.22	0.02
48348	K2III	-0.03	0.00
48350	G3/G5V	-0.10	0.02
48366	G5V:	-0.11	0.02
48377	K0III-IV	-0.08	0.02
48398	F8V:	-0.05	0.02
48407	K0III:	-0.11	0.02
48413	G9III	-0.04	0.00
48414	A0V	-0.02	0.00
48424	G0V:	-0.17	0.03
48428	F0V:	-0.04	0.01
48433	G8III	-0.05	0.01
48458	K2III	-0.05	0.02
48473	K0III	-0.11	0.02
48493	G0V	-0.03	0.01
48494	M3III	-0.12	0.02
48503	F4III	-0.16	0.05
48511	K2III	-0.01	0.00
48515	G9III-IV	-0.06	0.01
48544	F5V:	-0.10	0.02
48548	F0V:	-0.06	0.01
48566	G0V:	-0.06	0.02
48576	F5V:	-0.08	0.03
48584	A2/A3III	-0.05	0.01
48588	K0III:	-0.10	0.02
48597	K2III:	-0.20	0.03
48608	K0III	-0.05	0.02
48626	K0III	-0.10	0.01
48630	K0III	-0.22	0.01
48632	M4III:	-0.16	0.02
48672	M3III	-0.13	0.01
48675	F8V:	-0.05	0.01
48682	A3III	-0.03	0.00
48693	G2V	-0.05	0.01
48703	K1III:	-0.13	0.01
48710	K0III:	-0.05	0.01
48714	M2V:	-0.05	0.01
48718	K4V	-0.13	0.03
48723	A1III/IV	-0.05	0.00
48734	K2III:	-0.07	0.00
48743	G5V:	-0.09	0.02
48766	K2V	-0.07	0.01
48777	F8V:	-0.05	0.01
48778	F8V:	-0.10	0.02
48788	G5V:	-0.16	0.04
48802	G8III	-0.03	0.00
48805	K2III	-0.07	0.01
48810	K1III	-0.08	0.02
48828	K0III:	-0.08	0.03
48852	K2III:	-0.15	0.01
48856	G0V:	-0.22	0.06
48866	F5V:	-0.11	0.02
48893	K3III:	-0.14	0.01
48904	M5V:	-0.08	0.01
48918	K0III:	-0.07	0.01
48919	K0III	-0.04	0.01
48934	K0III	-0.05	0.02
48946	G3V	-0.02	0.00
48954	G0V:	-0.16	0.02
48969	F8V:	-0.08	0.01
48979	K0III:	-0.20	0.00
48983	K5III:	-0.15	0.03
48992	K0III:	-0.14	0.03
49019	K2III:	-0.12	0.02
49021	K2III:	-0.18	0.02
49024	G1V	-0.03	0.00
49040	K2III:	-0.20	0.02
49053	G8III	-0.09	0.02
49073	G8IV/V	-0.09	0.02
49075	K0V:	-0.29	0.01
49079	M1/M2III:	-0.19	0.02
49091	M4V:	-0.10	0.01
49112	K1III	-0.42	0.02
49129	K1III	-0.04	0.01
49130	G8IV-V	-0.01	0.00
49161	K2V:	-0.07	0.00
49163	K1III	-0.07	0.01
49167	K0V:	-0.05	0.02
49175	K0III:	-0.04	0.01
49188	K0III:	-0.15	0.02
49189	M2V:	-0.13	0.01
49196	G3V	-0.05	0.02
49250	K0III/IV	-0.10	0.01
49277	K0III:	-0.08	0.01
49279	F6III	-0.05	0.02
49285	G8V	-0.06	0.00
49288	K0III:	-0.13	0.01
49327	G3V:	-0.07	0.01
49329	F4V	-0.01	0.00
49340	K1III	-0.10	0.02
49345	G0V:	-0.09	0.03
49358	F8V:	-0.11	0.03
49371	K0III:	-0.31	0.03
49398	F5V:	-0.11	0.02
49409	G6III:	-0.06	0.01
49415	K2III:	-0.24	0.01
49438	K0III:	-0.07	0.02
49457	K2III	-0.04	0.01
49461	G5V:	-0.07	0.02
49462	G8III	-0.04	0.01
49477	K0III	-0.03	0.00
49500	K0III	-0.10	0.01
49516	K0III	-0.05	0.02
49519	K2III:	-0.16	0.02
49529	G5V:	-0.20	0.03
49530	K1III	-0.17	0.00
49531	G3V	-0.03	0.00
49535	K0III:	-0.06	0.01
49544	M0V:	-0.05	0.02
49573	F8V:	-0.06	0.02
49583	A0Ib	-0.02	0.01
49585	K0III:	-0.08	0.02
49586	K0V:	-0.15	0.00
49601	K5III:	-0.22	0.04
49610	M4III	-0.17	0.02
49615	G0V:	-0.06	0.02
49621	G5V:	-0.08	0.01
49634	K5V:	-0.19	0.01
49639	G5V:	-0.11	0.02
49645	K0III	-0.05	0.00
49657	M8III:	-1.19	0.05
49665	K1III	-0.10	0.02
49672	K2III:	-0.08	0.02
49691	G0V:	-0.19	0.03
49698	K0III	-0.06	0.01
49701	A2V	-0.03	0.00
49704	B9V:	-0.03	0.01
49728	G5V	-0.03	0.00
49745	K0III	-0.05	0.01
49748	G0V:	-0.12	0.02
49753	K5III:	-0.29	0.02
49767	G0V	-0.02	0.01
49770	G0V:	-0.19	0.03
49793	G3V	-0.06	0.01
49816	M5III	-0.55	0.03
49829	K0III:	-0.07	0.01
49830	G5V:	-0.27	0.02
49844	K3III	-0.05	0.00
49846	K2V:	-0.15	0.02
49847	K2V:	-0.56	0.03
49852	K1III	-1.13	0.02
49857	K5III:	-0.20	0.06
49884	G5V:	-0.14	0.04
49895	K2III:	-0.24	0.03
49900	A2V	-0.02	0.00
49902	M3III	-0.11	0.02
49914	K0III:	-0.20	0.03
49926	M5III	-0.15	0.01
49949	K0III	-0.04	0.01
49986	M3V:	-0.05	0.02
49989	M6III:	-0.30	0.04
49991	K5III:	-0.33	0.03
49994	K2III	-0.03	0.00
50025	K0III	-0.05	0.01
50054	K5V:	-0.26	0.00
50064	K2III:	-0.13	0.04
50087	K2III/IV	-0.05	0.02
50100	F8V:	-0.02	0.01
50116	K2III	-0.13	0.03
50165	F5V:	-0.08	0.02
50178	K2III:	-0.16	0.05
50190	K0III:	-0.07	0.02
50192	F8V:	-0.07	0.02
50197	G6IV/V	-0.01	0.00
50207	K5III:	-0.40	0.05
50211	K0III	-0.52	0.02
50212	M3III	-0.20	0.05
50218	G8III	-0.07	0.01
50230	M5-M8III	-1.05	0.31
50243	K0III	-0.09	0.01
50259	K2III	-0.09	0.01
50268	M4III	-0.26	0.02
50271	G0V:	-0.11	0.03
50294	K2III:	-0.35	0.03
50314	F8V:	-0.06	0.02
50321	F8V:	-0.14	0.02
50330	F5V:	-0.05	0.02
50332	M4/M5III	-0.32	0.05
50344	K0III	-0.04	0.01
